종목코드,종목명,수량,평가금액(원),비중(%),asset_key,asset_type
SNDK US EQUITY,Sandisk Corp/DE,55,52460976,7.12,SNDK US EQUITY,stock
CIEN US EQUITY,Ciena Corp,75,43713727,5.93,CIEN US EQUITY,stock
LITE US EQUITY,Lumentum Holdings Inc,41,43257197,5.87,LITE US EQUITY,stock
NVDA US EQUITY,NVIDIA Corp,142,37179394,5.04,NVDA US EQUITY,stock
COIN US EQUITY,Coinbase Global Inc,125,32767749,4.44,COIN US EQUITY,stock
ARM US EQUITY,ARM Holdings PLC,129,29298049,3.97,ARM US EQUITY,stock
GOOGL US EQUITY,Alphabet Inc,66,28493112,3.86,GOOGL US EQUITY,stock
BE US EQUITY,Bloom Energy Corp,122,24816158,3.37,BE US EQUITY,stock
ASML US EQUITY,ASML Holding NV,11,21812582,2.96,ASML US EQUITY,stock
NQM6 Index,NASDAQ 100 E-MINI INDEX JUN 2026,0,21542153,2.92,NQM6 INDEX,futures
CRCL US EQUITY,Circle Internet Group Inc,150,21485854,2.91,CRCL US EQUITY,stock
SIMO US EQUITY,Silicon Motion Technology Corp,119,20061136,2.72,SIMO US EQUITY,stock
TSEM US EQUITY,Tower Semiconductor Ltd,76,20022057,2.72,TSEM US EQUITY,stock
MU US EQUITY,Micron Technology Inc,38,19273569,2.61,MU US EQUITY,stock
LRCX US EQUITY,Lam Research Corp,59,18925297,2.57,LRCX US EQUITY,stock
AXTI US EQUITY,AXT Inc,210,17964255,2.44,AXTI US EQUITY,stock
VRT US EQUITY,Vertiv Holdings Co,46,17305004,2.35,VRT US EQUITY,stock
GEV US EQUITY,GE Vernova Inc,13,17036302,2.31,GEV US EQUITY,stock
GLW US EQUITY,Corning Inc,77,15718145,2.13,GLW US EQUITY,stock
INTC US EQUITY,Intel Corp,224,14840530,2.01,INTC US EQUITY,stock
WDC US EQUITY,Western Digital Corp,36,14619118,1.98,WDC US EQUITY,stock
TSM US EQUITY,Taiwan Semiconductor Manufacturing Co Ltd,28,14206201,1.93,TSM US EQUITY,stock
META US EQUITY,Meta Platforms Inc,16,13743020,1.86,META US EQUITY,stock
STX US EQUITY,Seagate Technology Holdings PLC,22,12939284,1.76,STX US EQUITY,stock
,현금,12135724,12135724,1.65,현금,cash
ASTS US EQUITY,AST SpaceMobile Inc,96,11943622,1.62,ASTS US EQUITY,stock
FTAI US EQUITY,FTAI Aviation Ltd,32,11770192,1.6,FTAI US EQUITY,stock
MSFT US EQUITY,Microsoft Corp,18,10003251,1.36,MSFT US EQUITY,stock
COHR US EQUITY,Coherent Corp,27,9655866,1.31,COHR US EQUITY,stock
TSLA US EQUITY,Tesla Inc,16,8929732,1.21,TSLA US EQUITY,stock
RKLB US EQUITY,Rocket Lab Corp,92,8870040,1.2,RKLB US EQUITY,stock
AMD US EQUITY,Advanced Micro Devices Inc,23,7024417,0.95,AMD US EQUITY,stock
UUUU US EQUITY,Energy Fuels Inc/Canada,256,7014073,0.95,UUUU US EQUITY,stock
LLY US EQUITY,Eli Lilly & Co,5,6904253,0.94,LLY US EQUITY,stock
MSTR US EQUITY,Strategy Inc,36,6745040,0.92,MSTR US EQUITY,stock
AMZN US EQUITY,Amazon.com Inc,21,6566190,0.89,AMZN US EQUITY,stock
IPGP US EQUITY,IPG Photonics Corp,38,6537290,0.89,IPGP US EQUITY,stock
FANG US EQUITY,Diamondback Energy Inc,22,6532726,0.89,FANG US EQUITY,stock
AVGO US EQUITY,Broadcom Inc,14,6505343,0.88,AVGO US EQUITY,stock
AAOI US EQUITY,Applied Optoelectronics Inc,51,6476743,0.88,AAOI US EQUITY,stock
CRWD US EQUITY,Crowdstrike Holdings Inc,11,6447347,0.87,CRWD US EQUITY,stock
BKR US EQUITY,Baker Hughes Co,70,6415805,0.87,BKR US EQUITY,stock
TMUS US EQUITY,T-Mobile US Inc,19,5991042,0.81,TMUS US EQUITY,stock
AAPL US EQUITY,Apple Inc,15,5715223,0.78,AAPL US EQUITY,stock
AMAT US EQUITY,Applied Materials Inc,11,5644422,0.77,AMAT US EQUITY,stock
